Ad_dB_ac (Design_Point=1) X,Ad_dB_ac (Design_Point=1) Y
322,56.12527112
1034,53.16390185
5063,52.54128621
9975,52.41980178
24992,51.55969424
49887,50.98788421
100380,49.11910139
199680,45.10513341
300450,41.99813534
398570,39.59545567
499400,37.27187398
750000,33.59923478
