Ad_dB_ac (Design_Point=1) X,Ad_dB_ac (Design_Point=1) Y
301,35.5891511
1015,36.70059291
5038,39.7488561
10462,40.93108345
25050,40.7066885
50030,40.06711069
99890,37.39148323
198500,32.81994189
300650,30.52468559
